SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
750	Ich warte auf Ihre Antwort .						
751	Mit freundlichen Grüßen , Friedrich Müller						
752	Stefan Müller Zentralplatz 12 12345 Stadt X An : Firma COMPUTER-SPEZIALIST Odenwaldstraße 5 53119 Bonn Datum : 03.07.2010 Betreff : Bewerbung um einen Praktikumplatz als Vertriebspraktikant Sehr geehrte Damen und Herren , hiermit möchte ich mich beim ihre Firma bewerben als Vertriebspraktikant .						
753	Ich habe ihre Anzeige mit den o.g. Stelle im internet gesehen .	internet	45	53		Internet	
754	Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	informatiker	13	25		Informatiker	
754	Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	Vertriebsbransche	29	46		Vertriebsbranche	
754	Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	das	71	74		dass	
755	Zurzeit habe ich den 9 .						
756	Semester erfolgreich beendet mit ein sehr gutes Zeugnis ( Note 1,5 ) und dafür bin ich stolz .						
757	Um meine Abschluß zu bekommen brauche sowie ein Praktikum als auch eine Weiterbildung .	Abschluß	9	17		Abschluss	
758	Meine Sprachkenntnisse sind sehr gut insbesondere in Englisch und Spanish .	Spanish	66	73		Spanisch	
759	Wenn Sie mir die Gelegenheit geben werden , dann kann ich auch meine persönlichen Eigenschaften beweisen wie z.B. Flexibilität , Kommunikationsfähigkeit , Teamfähigkeit .						
760	und Durchsetzungsvermögen .						
761	Ich hoffe dass Sie können mir auch eine Einarbeitung durchführen , am Anfang und dass die Kollegen möglichst freundlicher seien können .						
762	Ich würde mich sehr freuen um eine Vorstellungsgesprach .	Vorstellungsgesprach	35	55		Vorstellungsgespräch	
763	mit freundlichen Grüßen , Stefan Müller Anlage : Bewerbungsunterlage , Foto Zeugnisse	mit	0	3		Mit	
764	Katharina Meier Bahnhofstraße 84 12345 Stadt X Tschechische Republik						
765	Aupairsglobal Bahnhofstr .101 65185 Wiesbaden Deutschland						
766	9 .						
767	Juli .						
768	2010 , Stadt X						
769	AU-PAIR VERMITTLUNG						
770	Sehr geehrte Damen und Herren , ich habe Ihre Anzeige vom 1.4.2010 gesehen und habe mich entschieden über diese Angebot mehr Informationen zu bekommen .						
771	Ich überlege mir schon lange ins Ausland zu fahren , um fremde Sprache zu lernen , leider hatte ich immer Angst , dass meine Sprachkenntnisse nicht gut genug sind .						
772	Darf man nach Deutschland als Au-pair nur mit Deutschgrundkenntnissen kommen oder muss man fließig Deutsch sprechen ?						
773	Was muss man alles erledigen , bevor man nach Deutschland als Au -- unreadable - fährt ?						
774	Muss man ein Visum haben , wenn man aus EU-Land kommt ?						
775	Wie ist es mit dem Arbeitserlaubnis ?						
776	Braucht man spezielle Versicherung ?						
777	Wie lange dauert es , bis man eine Familie findet ?						
778	Weil ich jung bin , innteressiere ich mich auch für die Freizeitaktivitäten .	innteressiere	20	33		interessiere	
779	Hat man genug Zeit für sich selbst ?						
780	Sind die Arbeitsstunden so gemacht , dass man regelmäßig Sport treiben kann ?						
781	Hat man Zeit für Reisen ?						
782	Ich hoffe Sie würden alle meine Fragen so bald wie möglich beantworten , so dass ich mich enschieden kann .	enschieden	90	100		entscheiden	
783	Mit freundlichen Grüßen Katharina Meier						
784	Katharina Müller Bahnhofsstraße 37 12345 Stadt X						
785	Internationale Au-pair Bahnhofstr .						
786	101 65185 Wiesbaden Stadt X , den 14.08.2010 Sehr geehrte Damen und Herren , mit grossem Interesse habe ich Ihre Anzeige in der Zeitung gelesen .						
787	Ich bin daran interessiert , und wurde gerne mehr Information zu bekommen .						
788	Zum Beispiel .						
789	Ich mochte gerne wissen , ob dass man Deutsch sprechen muss um sich bewerben .						
790	Welches Aufenthatsformalitäten man sollte erledigen ?	Aufenthatsformalitäten	8	30		Aufenthaltsformalitäten	
791	Gibt es Rechte und Pflichten , dass man kennen mussen ?						
792	Ausserdem ich wurde auch noch wissen , wie es geht mit den Feizeitaktivitäten .						
793	Bezahlen Sie Monatslohn und wenn ja , wie viel .						
794	Ich habe keine erfahrung und ich habe 17 Jahre Alt .	erfahrung	15	24		Erfahrung	
794	Ich habe keine erfahrung und ich habe 17 Jahre Alt .	Alt	47	50		alt	
795	Ist das eigentlich einen Nachteil ?						
796	Ich bin Studentin und habe weder telephon , noch kein Geld , deswegen rufe Ihnen nicht .	telephon	33	41		Telefon	
797	Aber ich wurde Ihnen danken um mir diesen Informationen per Post schicken .						
798	mit freundlichen Grüsse Katharina Müller	mit	0	3		Mit	
799	Maria Meier Bahnhofsstr .						
800	51 12345 Stadt X-CH						
801	Aupairsglobal Bahnhofstr .						
802	101 65185 Wiesbaden Tel : 0611/9988776						
803	14.8.2010 Informationen über Aupairsglobal						
804	Sehr geehrte Damen und Herren In der Deutschenzeitung habe ich am 13.08.2010 eure Au-pair-Riese Angebote gelesen .						
805	Ich schreibe euch weil ich für eine Stelle in Deutschen interessiert bin .						
806	Warum suche ich in Deutschland eine stelle ?	stelle	36	42		Stelle	
807	weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort ?	duetschkentnisse	15	31		Deutschkenntnisse	
807	weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort ?	informationen	131	144		Informationen	
807	weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort ?	Au-Pairglobal	178	191		Aupairglobal	
807	weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort ?	Z.B.	198	202		z.B.	
807	weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort ?	aktiviten	211	220		Aktivitäten	
808	Weil ich selber sehr aktiv bin .						
809	In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	sachen	51	57		Sachen	
809	In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	moglichst	62	71		möglichst	
809	In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	neues	89	94		Neues	
809	In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	Neue	107	111		neue	
810	Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	informationen	57	70		Informationen	
810	Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	uber	71	75		über	
810	Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	Danke	106	111		danke	
811	Freundliche Grüsse Maria						
812	Aupairsglobal Maria Meier Bahnhofstrasse 101 Bahnhofsstraße 83 65175 Wiesbaden 12345 Stadt X Stadt X 14-August-2010 Sehr geehrte Damen und Herren , Ich habe Ihre Anzeige gelesen und ich interessiere mich so sehr für eine Au-pair Stelle in Deutschland .	Ich	148	151		ich	
813	Wenn ich für Ihre Agentur arbeite , brauche ich der Deutsche Sprache sehr gut sprechen ?	Deutsche	52	60		deutsche	
814	Weil ich ein bisschen Deutsch verstehen und sprechen kann , aber ich kann auf Englisch besser als Deutsch sprechen .						
815	Brauchen Sie eine sympathisch und nette Frau , das ist klar !						
816	Aber muss ich eine Spezielle Ausbildung für diese Arbeit haben ?	Spezielle	19	28		spezielle	
817	Gibt es in diese Arbeit verschiedene möglichkeiten für eine besondere Familie Wahlen ?	möglichkeiten	37	50		Möglicheiten	
818	Kann ich meine Freizeit in andere Aktivitäten benutzen ?						
819	Im Allgemeinen habe ich wenig Erfahrung für Kinder behalten , aber ich kann Schnell lernen und ich liebe Kinder .	Schnell	76	83		schnell	
820	können Sie mir bitte einige Bilden von diesem freundlichen Familien senden ?						
821	Ich hoffe eine Antwort von Ihnen bekommen .						
822	Mit Freundlichen Grüssen Maria Meier	Freundlichen	4	16		freundlichen	
823	Maria Meier , Bahnhofsstraße 6 , 12345 Stadt X						
824	Internationale Au-pair Vermittlung Bahnhofstrasse 101 , 65185 Wiesbaden						
825	Stadt Y , 14.08.2010 - Die Fragen über die Internationale Au-pair Vermittlung Sehr geehrte Damen und Herren Ich beziehe mich auf Ihr Inserat .						
826	Vor drei Monaten habe ich meine Schule in XY fertig gemacht .						
827	Ich habe Spanisch studiert und jetzt habe ich viele Interesse meine aussprache zu verbesseren .	aussprache	68	78		Aussprache	
827	Ich habe Spanisch studiert und jetzt habe ich viele Interesse meine aussprache zu verbesseren .	verbesseren	82	93		verbessern	
828	Eine gute Idee ist nach Europa zu gehen .						
829	Mit Ihre Agentur kann ich hoffentlich einen Job finden und am Wochenende die Spanisch Schule zu besuchen .	Spanisch	77	85		spanische	
830	Jetzt habe ich eine Frage .						
831	Geht das wenn ich am Wochenende frei bin ?						
832	Mit die Familie kann ich verschiedene Sprache nützen ( Deutsch , Englisch , Spanisch ... ) .						
833	Am besten für mich ist wenn ich eine deutsch-sprächige Familie bekomme , und wenn ich frei bin kann ich Spanisch verbesseren .	deutsch-sprächige	37	54		deutschsprachige	
833	Am besten für mich ist wenn ich eine deutsch-sprächige Familie bekomme , und wenn ich frei bin kann ich Spanisch verbesseren .	verbesseren	113	124		verbessern	
834	Ich Interessiere mich auch in meinen Rechte und Pflichten .						
835	Ich muss sicher sein ob die Familie bezahlt mir immer und wie das geht wenn sie sind nicht so gut zu mir .						
836	Auch wenn die Familie die Kinder hat , was muss ich machen ?						
837	` Drausen gehen , kochen , spatzieren , putzen ?	Drausen	2	9		Draußen	
837	` Drausen gehen , kochen , spatzieren , putzen ?	spatzieren	27	37		spazieren	
838	Ich freue mich sehr über Ihre schnelle Antwort .						
839	Danke Ihnen im Voraus .						
840	Mit Freundlichen Grüssen Maria Meier	Freundlichen	4	16		freundlichen	
841	Katharina Müller Bahnhofsstraße 123 12345 Stadt X						
842	Aupairglobal Bahnhofstr .						
843	101 65185 Wiesbaden Stadt X , den 20.01.2011 Internationale Au-pair Vermittlung Sehr geehrt Damen und Herren , als ich Ihre Anzeige gelesen habe , bin ich froh gewesen , weil ich eine Möglichkeit in Deutschland wohnen hätte und meine Deutschkenntnisse verbessern könnte .						
844	Ich möchte gerne da für zwei Jahre bleiben .						
845	und interessiere mich für meine Aufenthalt in diesem Land .						
846	Welche Unterlagen oder was brachen Sie von mir ?						
847	Deutsche Sprache habe ich als eine Fremdsprache in der Schule gelernt und in Zukunft möchte einen Beruf als Dolmetscher lehren .						
848	Und was noch macht mir die Sorge , das sind meine Rechte und Pflichte .						
849	Davon möchte ich gerne eine Information bekommen .						
850	Im Haushalt bin ich immer hilfsbereit und ordentlich .						
851	und mit vielen Sachen , wie putzen , waschen , kochen , kann gut zum Recht kommen .	zum	65	68		zurecht	
851	und mit vielen Sachen , wie putzen , waschen , kochen , kann gut zum Recht kommen .	Recht	69	74		zurecht	
852	Mit freundlichen Grüßen und verbleibe Katharina Müller						
853	Frau Maria Meier 9.3.11 4 Bahnhofsstraße Stadt X 1A23B5 England						
854	Au-PairGlobal Bahnhofstr .	Au-PairGlobal	0	13		Aupairsglobal	
855	101 65185 Wiesbaden Deutschland .						
856	Betreff : Internationaler Au-pair nach Deutschland Sehr geehrte Damen und Herren , ich habe Ihre Anzeige in der heutigen Zeitung gelesen und ich interessiere mich für eine Au-Pair Stelle nach Deutschland .						
857	Deshalb möchte ich mich bei Ihnen um weitere Informationen Bitten .	Bitten	59	65		bitten	
858	Ich heiße Maria , 19 Jahre alt und ich wohne in England ( Stadt X ) .						
859	Ich habe vor 2 Jahre mein Abitur bei Stadt X-Hochschule gemacht und Jetzt möchte ich viele Erfahrungen sammeln und andere Ländern zu kennenlernen .	Jetzt	68	73		jetzt	
860	Nach meinem Abiturabschluss habe ich als Hausmädchen gearbeitet .						
861	Da ich meinen Noten sehr gut waren , habe ich an der universität XY studiert , aber Jetzt möchte ich gerne Deutsch lernen Ich habe , jedoch ein paar Fragen .	universität	53	64		Universität	
861	Da ich meinen Noten sehr gut waren , habe ich an der universität XY studiert , aber Jetzt möchte ich gerne Deutsch lernen Ich habe , jedoch ein paar Fragen .	Jetzt	84	89		jetzt	
862	Ich möchte gerne wissen meine Rechte und Pflichten als ein Au-pair Mädchen ; Muss ich auch um das Haus Kummern ?	Kummern	103	110		kümmern	
863	Wie zum Beispiele putzen , wäsche waschen und kochen ?	wäsche	27	33		Wäsche	
864	Werden die Famillien mich bezahlen oder nicht ?	Famillien	11	20		Familien	
865	Außerdem , als ich erwaschne bin , muss ich erlaubnis haben von Freizeitaktivitäten auch ?	erlaubnis	44	53		Erlaubnis	
866	Ich warte auf Ihre Antwo-unreadable - Mit freundlichen Grußen Ihre Maria Meier .						
867	Julia Winkelmann Müllergasse 1 12345 Stadt X						
868	AUPAIRSGLOBAL Bahnhofstr .						
869	101 65185 Wiesbaden Stadt X , der 14.3.2011 Sehr geehrte Damen und Herren , ich bin an Ihre Anzeige interessiert .						
870	Ich denke , dass ist die perfekte Job in diesem Moment für mich .						
871	Ich habe aber noch ein paar Fragen an Sie .						
872	Mich würde gern interessieren , wie sieht es mit Aufenthaltsformalitäten aus .						
873	Ich mache auch Gedanken um meine Rechte und Pflichten währen dem Aufenthalt im Ausland .						
874	Ich möchte Sie herzlich bitten um eine Schriftliche Antwort auf meine Fragen .	Schriftliche	39	51		schriftliche	
875	Das ist sehr wichtig für mich , deswegen hoffe ich , dass Sie sich schnell mit mir in Verbindung setzen .						
876	Von 9 ° ° -15 ° ° Uhr bin ich auch unter volgenden Telefonnummer erreichbar : 0345-11111111 .	volgenden	41	50		folgender	
877	Ich habe für Sie noch eine - sehr wichtige - für mich Frage .						
878	Wasfür eine Möglichkeit habe ich , meinen Freizeit zu verbringen .	Wasfür	0	6		Was für	
879	Ob ist das Job 24 h am Tag , oder kann man sich auch eine Pause am Tag zu gönnen .						
880	Ich warte ungeduldig auf Ihre Antwort .						
881	Für Ihre Mühe Haben Sie vielen Dank !	Haben	14	19		haben	
882	Ich verbleibe mit Freundlichem Grüß J Winkelmann						
883	- unreadable - 14.3.2011 Müllergasse 12 Stadt X 12345						
884	Aupairsglobal Bahnhofstr .						
885	101 Wiesbaden 65185						
886	Weitere Fragen nach einer Au-pair-Stelle Sehr geehrte Damen und Herren , ich interessiere mich für eine Arbeit in Deutschland , und besunderes will ich mit Kinder arbeiten .	besunderes	132	142		besonders	
887	Daswegen finde ich ihre Firma interesant .	Daswegen	0	8		Deswegen	
887	Daswegen finde ich ihre Firma interesant .	interesant	30	40		interessant	
888	Ich habe schon ihres Homepage besucht und zwar habe ich noch ein paar Fragen : - Weil die Arbeit in Deutschland stattfinden , muss ich ein bestimtes Deutscherkentnis haben ?	bestimtes	139	148		bestimmte	
888	Ich habe schon ihres Homepage besucht und zwar habe ich noch ein paar Fragen : - Weil die Arbeit in Deutschland stattfinden , muss ich ein bestimtes Deutscherkentnis haben ?	Deutscherkentnis	149	165		Deutschkenntnisse	
889	Muss ich auch ein Nachweis für mein Deutscherkentnis habe oder ist ein Gesprech genug ?	Deutscherkentnis	36	52		Deutschkenntnisse	
889	Muss ich auch ein Nachweis für mein Deutscherkentnis habe oder ist ein Gesprech genug ?	Gesprech	71	79		Gespräch	
890	- Denn ich bin kein Deutsch burger , wie bezahle ich die Steuer ?	Deutsch	20	27		deutscher	
890	- Denn ich bin kein Deutsch burger , wie bezahle ich die Steuer ?	burger	28	34		Bürger	
891	Muss ich ein Konto in einem USA Bank offnen ?	offnen	37	43		eröffnen	
892	- Konnen Sie bitte mir erkleren , vielleicht mit einer Beispiel , was für Rechte und Pflichten einen normalen Au-pair habt ?	erkleren	23	31		erklären	
893	Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	moglich	6	13		möglich	
893	Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	ehemalichen	40	51		ehemaligen	
893	Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	Gesprech	113	121		Gespräch	
894	Mit freundlichen Grüßen , Friedrich Winkelmann						
895	Julia Winkelmann Müllergasse 12 12345 Stadt X						
896	Aupairsglobal Bahnhofstr .						
897	101 65185 Wiesbaden Stadt X , den 29 März 2011 Betreffzeile : Informationen zu fragen Sehr geehrte Damen und Herren als Schülerin von Beauticu Gymnasium in der Schweiz , wende ich mich an Ihnen , weil ich als Au-pair sehr gerne in Deutschland werden möchte .	fragen	79	85		Fragen	
898	Zuerst , habe ich einige Fragen über die Sprache : muss ich nur in Deutsch sprechen ?						
899	Oder Französisch wären auch möglich ?						
900	Vielleicht beide wären benutzt , mit die Kindern zu sprechen .						
901	Kann ich auch für Freizeitaktivitäten hoffen ?						
902	Oder mit die Kindern arbeiten wäre nur was ich machen sollte ?						
903	Ausserdem , ich habe viel mit Tiere gearbeitet und deshalb möchte ich wissen , ob einige Aktivitäten mit Kindern und Tiere möglich wurden .						
904	Aus den oben genannten Fragen , möchte ich Sie bitten , mir weitere Informationen senden .						
905	Eine Au-Pair-Stelle in Deutschland wäre eine wunderschönes Innovation für mich , um meinem Deutsch zu verbessern .						
906	Das wäre auch sehr positiv , mit Kindern zu arbeiten , als sie wirklich wichtig für mich sind .						
907	Natürlich stehe ich Ihnen jeder Zeit zur verfügung und verbleibe mit freundlichen Grüssen .	verfügung	41	50		Verfügung	
908	J. Winkelmann						
909	Friedrich Meier Winkelsweg 12 12345 Stadt X						
910	Aupairsglobal Bahnhofstraße 101 65185 Wiesbaden Stadt X , 15 .						
911	April 2011						
912	Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung """" Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Anziege	15	22		Anzeige	
912	Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung """" Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Dammen	75	81		Damen	
912	Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung """" Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Ich	95	98		ich	
912	Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung """" Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Anziege	118	125		Anzeige	
913	Ich habe vor dem Kurzem mein Hochschuleabschluss in England gemacht und möchte mein Deutsch verbessern .						
914	Ich denke .						
915	dass Arbeit mit Aupairsglobal als ein Internationale Aupair in Deutschland wäre gut für mich .						
916	Ich habe Berufserfahrung als ein Aupair in Frankreich und es war schreklich .	schreklich	65	75		schrecklich	
917	Ich hatte zu wenig Zeit für Freizeitaktivitäten und Schlafen !						
918	Wenn ich eine Bewerbung zu Ihre Firma schreiben werde , muss ich weitere Informationen von Sie bekommen .						
919	Ich denke dass meinen Deutscherkenntniss ist zwischen B1 und B2 .	Deutscherkenntniss	22	40		Deutschkenntnisse	
920	Wie viel Deutsch muss ich wissen ?						
921	Aufgrund mein Deutschkenntniss , darf ich noch eine Deutschkurs machen vor ich bewerben ?	Deutschkenntniss	14	30		Deutschkenntnisse	
922	Wenn Sie denken nach meine Bewerbung dass ich für Aupairsglobal arbeiten könnte , wie viele Arbeitsstunden werde ich bekommen ?						
923	Haben Sie Regeln über Freizeitaktivitäten ?						
924	Es ist richtig für mich dass ich dieser Sachen wissen nach meinen Erfahrung in Frankreich .						
925	Auf Ihren Antwort warte ich mit großen Interesse .						
926	Mit freundlichen Grüßen , F. Meier Anlagen : Lebenslauf , Passport Bilder						
927	Friedrich Winkelmann 16/0111/2011 Winkelsweg 12 1234 Stadt X , Schweiz						
928	AUPAIRSGLOBAL BAHNHOFSTR .101 65185 WIESBADEN 0611/9988776						
929	Objekt : Weitere informationen / Internationale Au-Pair SEHR GEEHRTER , SEHR GEEHRTE ; ICH HABE SEINE ANZEIGE IM ZEITUNG GELESEN , UND ICH BIN SEHR INTERESSIERT AUF EIN AU-PAIR IN DEUTSCHLAND ZU WERDEN : ICH SPRECHE SCHON EIN WENIG DEUTSCH ; SPANISCH ; ENGLISCH UND FRANZÖSISCH ; UND ICH GLAUBE DAS EIN AU-PAIR ERFAHRUNG WURDE MEIN DEUTSCHKENNTNISSE VERBESSEREN .	informationen	17	30		Informationen	
929	Objekt : Weitere informationen / Internationale Au-Pair SEHR GEEHRTER , SEHR GEEHRTE ; ICH HABE SEINE ANZEIGE IM ZEITUNG GELESEN , UND ICH BIN SEHR INTERESSIERT AUF EIN AU-PAIR IN DEUTSCHLAND ZU WERDEN : ICH SPRECHE SCHON EIN WENIG DEUTSCH ; SPANISCH ; ENGLISCH UND FRANZÖSISCH ; UND ICH GLAUBE DAS EIN AU-PAIR ERFAHRUNG WURDE MEIN DEUTSCHKENNTNISSE VERBESSEREN .	DAS	295	298		DASS	
930	DESWEGEN BRAUCHE ICH MEHR INFORMATIONEN .						
931	WURDE ICH ALS AU-PAIR IN DEUTSCHSLAND NUR DEUTSCH REDE ?	DEUTSCHSLAND	25	37		DEUTSCHLAND	
932	WELCHES ANDEREN AKTIVITÄTS WURDE ICH ALS EIN AU-PAIR HABEN ?						
933	WURDE ICH FREIZEIT HABE ?						
934	ICH WURDE GERNE AUCH WISSEN , WELCHE WURDE MEINE RECHTE UND MEINE PFLICHTEN ; ALS EIN AU-PAIR SEIN .						
935	KUMMERT SIE SICH AUF ALLE DIESE FORMALITÄTEN , BEI ALLE AU-PAIRS ?	KUMMERT	0	7		kÜMMERN	
936	ICH HOFFE DASS ICH KONNTE EINE ANTWORT , SOBALD WIE MÖGLICH BEKOMMEN .						
937	DIE ANZEIGE INTERESSIERT MIR SEHR , ABER DIESE INFORMATIONEN SIND FÜR MICH WICHTIG .						
938	DANKE MIT FREUNDLICHEN GRUSSEN ; Friedrich .						
939	Maria Winkelmann Müllergasse 12 12345 Stadt X Aupairsglobal 65187 Wiesbaden Stadt X , den 19.04.11 Au-pair Vermittlung Sehr geehrte Damen und Herren , mit grosse Interesse habe ich Ihre Anzeige im Zeitug gelesen .	Zeitug	197	203		Zeitung	
940	Nun möchte ich nähere Information über die Stelle in Deutschland zu bekommen .						
941	Erklären Sie mir bitte : welche aufgaben gehören zum helfen im Haushalt ?	aufgaben	32	40		Aufgaben	
941	Erklären Sie mir bitte : welche aufgaben gehören zum helfen im Haushalt ?	helfen	53	59		Helfen	
942	Werden diese Aufgaben im Vertrag erläutert ?						
943	Welche Rechte und welche Pflichen festelegt ?	Pflichen	25	33		Pflichten	
944	Ich spräche schlecht Deutsch , wird die Familie mit Englischkentnissen für mich ausgesucht ?	Englischkentnissen	52	70		Englischkenntnissen	
945	Werde ich eine Deutsche Schule oder ein Gumnasium besuchen ?	Deutsche	15	23		deutsche	
945	Werde ich eine Deutsche Schule oder ein Gumnasium besuchen ?	Gumnasium	40	49		Gymnasium	
946	Und noch eine frage - soll ich die Freizeitaktivitäten mit die Familie und die Kindern gemeinsam führen , oder darf ich auch allein etwas unternemmen ?	frage	14	19		Frage	
946	Und noch eine frage - soll ich die Freizeitaktivitäten mit die Familie und die Kindern gemeinsam führen , oder darf ich auch allein etwas unternemmen ?	unternemmen	138	149		unternehmen	
947	Im voraus vielen Dank für Ihre Informationen .	voraus	3	9		Voraus	
948	Mit freundlichen Grußen Maria Winkelmann 19.04.11						
949	WINKELMANN EVA ZENTRALPLATZ 12 54321 STADT X-STADTTEIL INTERNATIONALE AU-PAIR VERMITTLUNG BAHNHOFSTR .						
950	101 65185 WIESBADEN STADT X , DEN 19.04.2011 - INFORMATIONEN ÜBER INTERNATIONALER AU-PAIRS NACH DEUTSCHLAND Sehr geehrte Damen und Herren , mit großem Interesse habe ich Ihre Homepage gelesen ; däfur interessiere ich mich sehr .	däfur	194	199		dafür	
951	Ich bin eine Italienische Frau die nach Deutschland gekommen ist , um Deutsch zu lernen .	Italienische	13	25		italienische	
952	Ich bin auf Ihre Anzeige aufmerksam geworden , weil ich ein Au-pair Mädchen sein wollte .						
953	Aus diesem Grund habe ich ein Paar Fragen : ist eine perfekte Deutsche Kenntnisse notwendig oder nicht ?	Deutsche	62	70		Deutschkenntnisse	
953	Aus diesem Grund habe ich ein Paar Fragen : ist eine perfekte Deutsche Kenntnisse notwendig oder nicht ?	Kenntnisse	71	81		Deutschkenntnisse	
954	Soll ich eine Prüfung über meine Deutsche Kenntnisse beschäftigt ?	Deutsche	33	41		Deutschkenntnisse	
954	Soll ich eine Prüfung über meine Deutsche Kenntnisse beschäftigt ?	Kenntnisse	42	52		Deutschkenntnisse	
955	Und welche Formalitäten darf ich machen vor dem Abfahrt ?						
956	Gibt es Gruppen-aktivitäten ?	Gruppen-aktivitäten	8	27		Gruppenaktivitäten	
957	Mit diese Erfahrung würde ich gerne meine Sprache zu verbessern sowie neue Leute kennenzulernen .						
958	Ich freue mich auf ein Jahr als Au-pair .						
959	Ich danke Ihnen im Voraus für Ihre Aufmerksamkeit .						
960	Über eine baldige Antwort freue ich mich .						
961	Mit freundlichen Grüßen Eva Winkelmann						
962	Julia Meier Müllergasse 123 54321 Stadt X Aupairsglobal-Agentur Bahnhofstr .						
963	101 65187 Wiesbaden Stadt X , den 19.04.2011 Anfrage über internationale Au-pair-Vermittlung / Ihre Anzeige vom 18.04.2011 , online .						
964	Sehr geehrte Damen und Herren , mit großem Interesse habe ich Ihre Online-Anzeige über die internationale Au-pair Vermittlung gelesen .						
965	Da ich mich sehr für eine Au-pair Stelle in Deutschland interessiere , bitte ich Sie um weitere Informationen , und zwar : 1 .	Au-pair	26	33		Au-pair-Stelle	
965	Da ich mich sehr für eine Au-pair Stelle in Deutschland interessiere , bitte ich Sie um weitere Informationen , und zwar : 1 .	Stelle	34	40		Au-pair-Stelle	
966	Auf welche Weise werden die Aufenthaltsformalitäten geregelt ?						
967	2 .						
968	Wie gut sollte ein/e Bewerber/in Deutsche Sprache beherrschen ?	Deutsche	33	41		deutsche	
969	Wird es getestet ?						
970	3 .						
971	Zum was wird die/der Au-pair verpflichtet und was darf er/sie sich im Rahmen dieser Beschäftigung „ erlauben """" ?						
972	Über eine schnelle Antwort würde ich mich sehr freuen .						
973	Im Voraus vielen Dank !						
974	Mit freundlichen Grüßen , Julia Meier						
975	Michael Meier Müllergasse 12 12345 Stadt X Deutschland Aupairsglobal Banhhofstr .						
976	101 , Datum 18.09.2011 Information über Internationale Au-pair .						
977	Meine Damen und Herren , ich habe in Ihrem Internetseite über die Au-pair-Stelle in Deutschland gelesen .						
978	Ich interesire mich dafür , weil meine Schwester mir früher über diese Programm erzählt hat .	interesire	4	14		interessiere	
979	Leider habe ich und meine Schwester so wenig Informationen darüber , wie z.B. welche Rechte und Pflichten die Mitglieger oder Mitgliederin haben .	Mitglieger	110	120		Mitglieder	
