SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
971	Mi piace lavorare con uomini per questo potrei tenere i contatti con clienti .						
972	Se mi segliesse , muoverei a Regio Emiliano .						
973	Ho già lavorato per un' azienda come il suo e mi è piaciuta molto perchè potevo fare che mi piace .	perchè	66	72		perché	
974	Ho avuto colleghi carini e il posto di lavoro era bellissimo .						
975	Ma questa azienda era in Città X .						
976	Può informarmi della data d' iniziato ?						
977	Perché ci volevo viaggiare solo all' estate ma se non è possibile posso risolvere per andare più presto .						
978	E vorrei chiederle altre domande .						
979	Può dirmi l' orario di lavoro ?						
980	Quando devo iniziare a lavorare e quando posso finirlo .						
981	E può dirmi qualcosa della retribuzione ?						
982	Ho allegato il mio curriculum vitae .						
983	In attesa della Sua gentile risposta , porgo distinti saluti .						
984	Maria Rossi						
985	Maria Rossi Strada Maggiore 16 Roma , 10/03/2011 12345 Città X ALI - Agenzia Lavoro Interinale Via Dante Alighieri 40 I - 42010 Reggio Emilia Italia Egregio Direttore , ho letto su """" Le offerte di lavoro per i giovani """" del ventitre febbraio il Vostro annuncio e sono molto interessata.Mi chiamo Maria Rossi , ho ventitre anni e vivo con il mio marito a Roma .						
986	Ho studiato al liceo per gli stilisti e mi sono laureato della storia di moda .						
987	Nell' anno precendete ho lavorato per un' azienda molta famosa come commessa , ma ho voluto smetterlo perché ho dovuto studiare per la mia laurea .						
988	Ma mi è piaciuto molto a lavorarci , perchè tutti erano carini , ho avuto buono contatto con il mio capo e con in colleghi .	perchè	37	43		perché	
989	Se è necessario parlo perfettamente l' inglese , il francese e conosco bene anche lo spagnolo .						
990	Conosco bene anche il computer e ho un esame della conoscenza di computer .						
991	Se non è problema avrei alcune domande , per esempio quando devo comminiciare per la Vostra azienda .	comminiciare	65	77		cominicare	
992	Come sarebbe il mio orario di lavoro e quanto sarebbe lo stipendio .						
993	Potrebbe farmi di scriverli nella tua risposta ?						
994	Grazie mille - per avanti .						
995	Sono molto interessata a lavorare per la Vostra azienda e sono sicura di essere la persona adatta per questo lavoro : sono attenta , responsabile , mi piace il contatto con i clienti e sono in grado di fare qualunque cosa per avere questo lavoro .						
996	Spero di ricevere presto una Vostra risposta .						
997	Cordiali saluti , Maria Rossi						
998	Michele Rossi ALI Strada Maggiore 27/b VIA DANTE ALIGHIERI 1234 Città X I - 42010 Reggio Emilia Paese X Italia Egregia ALI , Io sono Michele Rossi , ho studiato sull' Università Chattolica Università X a Città X sulle -unreadable - storia , storia dell' arte e pedagogia .	Chattolica	178	188		Cattolica	
999	Io sono il perfetto uomo per questo posto di lavoro , perché la mia personalita e la mia esperienza è ottimo per fare questo lavoro .	personalita	68	79		personalità	
1000	Mi piace molto fare -unreadable - con gli altri .						
1001	Mentre studiavo sull' università -unreadable - nelle due dita : nella Galleria X e nel Studio X .						
1002	Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	cosi	56	60		così	
1002	Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	communicavo	61	72		comunicavo	
1003	Il altro compito era che con il mio capo andavamo spesso sul mercato antiquariato , dove compravamo dipinti che potevamo restaurire e poi naturalmente possiamo vendere e sia nella galleria .						
1004	-unreadable - -unreadable - che le altre gallerie quali dipinti per questo -unreadable - vendere .						
1005	Nel Studio X vendevamo vestite che ha fatto Eva seguito la moda -unreadable- .						
1006	Dopo l' università lavoravo nel Azienda X in call centre , dove parlavo molti con i clienti .						
1007	Finalmente vorrei chiedere il -unreadable - questo posto , quando devo iniziare il lavoro , giorno per giorno quanto tempo si bisogna lavorare -unreadable - -unreadable - e dove posso abitare , un affitto circa quanta costa , per quanto devo pagare per i merci ?						
1008	-unreadable - è il stipendio ?						
1009	Sto aspettando alla vostra risposta , Distinti saluti , Michele Rossi						
1010	ALI - Agenzia Lavoro Interinale 03 marzo 2012 Via Dante Alighieri 40 I - 42010 Reggio emilia ITALIA Egregio Segretaria , ho letto con vivo interesse il vostro annuncio così vorrei candidarmi in questo lavoro .						
1011	Vivo in Paese X a Città X .						
1012	Tre anni fa ho fatto l' esame di maturità in un liceo bilingue .						
1013	In quest' anno farà il mio lavoro di diploma come MR manager .						
1014	Parlo due lingue .						
1015	Parlo inglese e naturalmente italiano .						
1016	2 anni fa ho fatto l' esame di lingua di tutti e due .						
1017	Ho già una minima esperienza nel settore perchè tutte l' estate ho lavorato in una grande agenzia come una assistente .	perchè	41	47		perché	
1018	Ho dovuto fare molte cose .						
1019	Per esempio ho tenuto i contatti con i clienti italiani e anche inglesi così ho potuto praticare la lingua .						
1020	E ancora ho dovuto assistere il personale n ufficio .						
1021	Gli rivolgo allo scopo che ho qualche domanda .						
1022	Vorrei qualce informazioni orario di lavoro .	qualce	7	13		qualche	
1023	Questo lavore è fisso o no ?						
1024	Se io posso lavorare qui , quando comincia il lavoro ?						
1025	Ci arriviamo con il treno o con l' areo .						
1026	Spero che possa aiutarmi .						
1027	Aspetta la Vostra lettera .						
1028	Cordiali saluti Maria Rossi Paese X Città X						
1029	ALI-Agenzia Lavoro Interinale 2012/03/03 Via Dante Alighieri 40 I - 42010 Reggio emilia Italia Spettabile Azienda Lavoro Interinale , Sono Maria Rossi .						
1030	Ho ventuno anni , e ho finito la mia scuola .						
1031	Ieri ho letto l' annuncio sul giornale , e penso che questo lavoro sarebbe perfetto per me .						
1032	Prima di tutto vorrei commentare i requisti richiesti nell' annuncio , e vorrei presentare la mia esperienza lavorativa .						
1033	Mi piace molto questo lavoro e penso che io posso tenere i contatti con i clienti e so come posso utilizzare i programmi informatici , perchè nella mia scuola ho avuto due lezione informatiche durante una settimana .	perchè	135	141		perché	
1034	Nell' estate scorso ho lavorato in un supermercato come una assistente .						
1035	Ho dovuto utilizzare i programmi informatici e ho dovuto fare i conti .						
1036	Ho lavorato otto ore in un giorno e mi hanno dato 20 euro per un giorno .						
1037	Alla fine vorrei sapere qualche informazione .						
1038	Quanto dovrei lavorare , come è l' orario di lavoro ?						
1039	Come posso ricevere questo lavoro ?						
1040	Cordiali saluti Maria Rossi Maria Rossi Strada Maggiore 155 1234 Città X Paese X						
1041	Rossi Maria Strada Maggiore 24 1234 Città X Paese X Centro Culturale internazionale via dei Mille 48 17201 Alassio (SV ) Città X , 3 marzo 2012 Egregi signori , In riferimento al Vostro annuncio apparso a giornale """" Dolce Cucina """" vorrei chiedere informazioni del Vostro programma """" Serete di Cucina """" .						
1042	Prima di tutto mi interessebbero il prezzo del programma .						
1043	Il prezzo contiene gli ingredenti della cena o devo portargli con me ?						
1044	Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	perchè	59	65		perché	
1044	Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	biglitti	83	91		biglietti	
1045	Potreste raccommandermi un hotel o ostello dove posso prendere un alloggio e non è costoso tanto ?						
1046	Devo informarvi di mia allergia di zucchero di latte .						
1047	Secondo me è una importante informazione per Voi .						
1048	É vero che c' è grande distanza tra la mia casa e vostro centro , ma sono innamorata di cucinare e dell' Italia e volentieri visito la Vostra paese ed i miei amici italiani .	É	0	1		È	
1049	Mi interessa conoscere nuove persone e altre culture se anche devo viaggiare tanto .						
1050	Sono in attesa di Vostro risposto .						
1051	Vi prego di inviarmelo quanto primo .						
1052	Grazie in anticipio .						
1053	Distinti saluti : Maria Rossi						
1054	Gentile Signore / Signora , Mi chiamo Michele .						
1055	Sono un ragazzo aggettivo di nazionalità X .						
1056	Ho letto il vostro annuncio delle """" Serate di cucina internazionale """" e devo dire , che lo è stato molto interessante per me .						
1057	Infatti , questo è in intenzione per iscrivermi al primo ciclo .						
1058	Uno sui sogni dei miei per provare cibi diversi di tutto il mondo , e secondo me , queste serate sono possibilità perfette per farlo .						
1059	Anche , io sono un cuoco della ristorante """" Tacchino Farcitto """" , e penso di portare ricetti , o almeno un piccolo pezzo di abitudine d' alimentazione dell' altri paese .	Farcitto	53	61		Farcito	
1060	Forse , dopo il primo ciclo porrò essere impegnato da tu , come un cuoco d' Paese X .						
1061	Ma ho un po' di domanda , se mi risponderesti .						
1062	Prima di tutto , voglio domandare del prezzo di questo programma .						
1063	C' è un tipo di acconto per pagare ?						
1064	Devo pagare per i ingredienti , o per le serate soltante ?						
1065	Durante il primo ciclo , quali paesi saranno su tavola ?						
1066	Perchè , se è un' altra persona d Paese X , non andrò .	Perchè	0	6		Perché	
1067	Penso che sia inutile ai altri per mangiare due volte cibo aggettivo di nazionalità X .						
1068	L' ultimo domanda è : Quando ci incontriamo con i altri durante il giorno del corso ?						
1069	Per me le finesettimani sono libere , ma organizzerò il mio giorno modo ottimo .						
1070	Aspetto la tua risposta .						
1071	Con i distinti saluti , Michele Rossi						
1072	Spet .						
1073	Azienda , il mio nome è Michele Rossi , ho 30 anni e sono aggettivo di nazionalità X .						
1074	Sono venuto in Italia 2 anni fa e da quel periodo abito a Roma , alla città eterna .						
1075	Anche in Paese X avevo lavorato come stagista , invece siccome il paese avevano problemi economici , ho deciso di andare in un paese più ricco .						
1076	Avendo letto l' annuncio sapevo che lo fosse scritto per me .						
1077	Perchè secondo me sono abituato ai requisti richiesti .	Perchè	0	6		Perché	
1078	Per esempio anche nel passato quando ero stagista in Città X , sempre facevo amicizie con i clinti , anzi anche adesso parlo con alcuni di loro .	clinti	92	98		clienti	
1079	Altro motivo per cui vorrei lavorare da Loro il fatto che da piccolo volevo essere stagista cioè ho studiato anche all' universita per essere questo .	universita	120	130		università	
1080	Invece in Italia finora non avevo la possibilità di lavorare in un ufficio come stagista .						
1081	Avevo una vità libera , senza lavoro .						
1082	Mi mantenevo dai soldi che avevo ricevuto in Paese X .						
1083	Aspetto la Loro risposta .						
1084	Distinti Saluti 2012 .03.03 .						
1085	Via delle fontane						
1086	Michele Rossi Strada Maggiore 42 12345 Città X Paese X Città X , 12 ottobre 20120 ALI - Agenza Lavoro Interinale Spettabile Ufficio , Sto scrivendo in risposta alla Vostra inserzione apparsa su Corriere della Sera .						
1087	Mi permetto di presentare l' impegno in questione .						
1088	Ho 23 anni , coniugato con due figli .						
1089	Mi sono laureato in economice presso l' università di Città Y nel 1982 .						
1090	Adesso lavoro come addetto alla esportazione .						
1091	Conosco perfettamente l' italiano , l' inglese e lo spagnolo .						
1092	Ho una completta conoscenza dei affari economici , avendo ripetutamente lavorato in Italia .	completta	7	16		completa	
1093	Sarei interessato a conoscere nei dattagli che cosa comportarebbero la registrazione del lavoro .						
1094	Quando sarebbe la data d' inizio dello stage ?						
1095	Nella speranza che la mia domanda venga accoltata favorevolmente e che mi venga accortata l' onore di un colloquio i miei migliori saluti .						
1096	Rossi P.S.						
1097	Allegato Curriculum Vitae						
1098	Maria Rossi Strada Maggiore 20 12345 Città X Germania ditta : Giorgio Armani Via Borgonuovo , 21 20121 Milano Spettabile Direzione del Personale , scrivo in riferimento nel Vostro annuncio che ho letto in un giornale .						
1099	Quest' anno faccio l' esame di maturità e dopo vorrei andare all' univerista per studiare giornalismo di moda .	univerista	66	76		università	
1100	Per questo devo fare uno stage in un negozio di moda .						
1101	Mi piacerebbe di fare questo stage da Voi perché sono anche interessata di migliorare il mio italiano .						
1102	In Germania ho già lavorato in un negozio di moda e per questo so cosa mi aspetterà da Voi e anche come si tratta i clienti .						
1103	Mi piace fare lo sport incontrare gli amici e lavorare in gruppi . Anche la moda mi interessa molto e per questo mi piacerebbe di lavorare da voi così che posso fare la mia passione e il mio lavoro insieme .						
1104	E so la lingua italiana così bene che non c' è problema di lavorare in Italia .						
1105	Vi ringrazio fin d' ora per la disponsabilità che vorrete accordarmi e porgo i miei più cordiali saluti Città X ,11/05/2010 Maria Rossi						
1106	Maria Rossi Strada Maggiore 19 12345 Città X Germania Giorgio Armani moda Via Borgonuovo , 21 20121 Milano Spettabile direzione del personale , vi scrivo in riferimento al vostro annuncio che ha pubblicato nel giornale di moda ieri .						
1107	Io ho 18 anni e fanno la mia maturità in quest' anno .						
1108	Dopo questo voglio fare qualcosa creativa con moda per questo sono molto interessata in fare uno stage alla vostra ditta .						
1109	Sono libero per lavorare dal 01/07/2010 al 31/08/2010 .						
1110	Nel mio tempo libero amo incontrare gli amici , fare lo shopping e leggere .						
1111	Anche sono molto interessato nella moda italiana e come viene prodotto e per questo uno stage alla vostra ditta sembra essere molto buone per me .						
1112	Una altra passione mia e la creatività e questo è un altro motivo per cui desiderò lavorare per Giorgio Armani moda nel mio tempo libero .	e	23	24		è	
1113	In attesa di una risposta buona porgo i miei cordiali saluti .						
1114	Città X 11/05/2010 Maria Rossi						
1115	Rossi Michele 12345 Città X Germania Strada Maggiore 16 Michele .Rossi@internet.it 11.05.2010						
1116	Il manager del """" Residencie del Lago """" Ticino Italia Il soggiorno terribilissimo Buongiorno signore e signori , Una settimana fa ho visitato il vostro residence con la mia famiglia per sette giorni .	Residencie	17	27		Residence	
1116	Il manager del """" Residencie del Lago """" Ticino Italia Il soggiorno terribilissimo Buongiorno signore e signori , Una settimana fa ho visitato il vostro residence con la mia famiglia per sette giorni .	Una	112	115		una	
1117	Avevo deciso di trascorrere mio soggiorno nel vostro residenc dopo avevo letto tuo annuncio .	residenc	53	61		residence	
1118	Questo denuncio mi ha convinto della bellezza di quest' hotel ma mi sembra che era una sola bugia .						
1119	L' annuncia prometteva aria condizionata e campi di tennis .						
1120	La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	ne	26	28		né	
1120	La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	ne	64	66		né	
1120	La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	tenni	78	83		tennis	
1121	Altri esempi ?						
1122	Non problema ...Benché sia detto che è facile di raggiungere il lago era molto lontano .						
1123	Inoltre l' animazione non esiste realmente però una singola sera l' animazione c' era al posto .						
1124	Per questo mi voglio lamentare e voglio richiedere di un parziale rimborso perché devo lavorare molto duro per il denaro e non è facile per me di viaggiare con la mia moglie e mio figlio .						
1125	Spero che vedete il mio problema e che ricevo un po' del denaro che ho pagato .						
1126	Con saluti Michele Rossi						
1127	Maria Rossi Strada Maggiore 65 D-12345 Città X 11.Maggio 2010 Valtour viaggi e vacanze Via F.Redi 3 Sinalunga (SI ) Italia Spettabile Direzione del personale , mi chiamo Maria Rossi , ho 18 anni e abito in Città X .						
1128	Al momento frequento il liceo in Città Y e quest anno finirà la scuola con la maturità .	quest	43	48		quest'	
1129	Vi scrivo perché mi interessa molto per la possibilità di fare uno stage presso la vostra ditta .						
1130	Mentre il mio tempo libero organizzo spesso vacanze estive per i ragazzi i miei amici .						
1131	Mi interessa anche la natura , viaggiare e incontrare con i miei amici e con nuove persone .						
1132	Desidero fare uno stage presso Valtour perché vorrei migliorare la mia conoscenza della lingua italiane (ho avuto italiano per cinque anni nella scuola ) e fare molte nuove esperienze .						
1133	Per esempio come si organizza una vacanza per gruppi di 200 persone o solo una vacanza speziale per una famiglia .						
1134	Potrebbe anche operare come guida perché parlo anche tedesco , inglese e francese .						
1135	Ho tempo durante tutto il Maggio fin a Ottobre e posso cominciare subito a lavorare .	Maggio	26	32		maggio	
1135	Ho tempo durante tutto il Maggio fin a Ottobre e posso cominciare subito a lavorare .	Ottobre	39	46		ottobre	
1136	Porgo i miei distinti saluti in attesa di una vostra risposta .						
1137	Maria Rossi						
1138	Maria Rossi Strada Maggiore 12345 Città X Giorgio Armani moda Via Borgonuovo , 21 I- 20121 Milano Città X , 19 maggio 2010 Domanda per un posto di lavoro Egregi Signori , ho 23 anni e sono nubile .						
1139	Ho finito una formazione professionale come apprendista di commesso in un negozio di abbigliamento a Città Y tre anni fa con un buon risultato .						
1140	Per il momento lavoro per un negozio sportivo a Città Z .						
1141	Mi piace molto l' italiano .						
1142	Da tre anni ho frequentato dei corsi serali d' italiano a Città Y .						
1143	Ho fatto con buoni risultati il test TELC A1 , A2 e B1 .						
1144	E questo è il motivo della mia lettera .						
1145	Per migliorare le mie conoscenze nella lingua italiana mi interessa molto lavorare per un mese in Italia .						
1146	Vi scrivo questa lettera per domandare se avete un posto di lavoro in settembre , ottobre o novembre .						
1147	Mi piace molto la moda di Giorgio Armani è ho fatto una formazione professionale .	è	41	42		e	
1148	Sarebbe molto bello e un suono per me lavorare in Italia pressa """" Giorgio Armani moda """" .						
1149	Se avete delle domande , il mio numero di telefono è 0345-11111111 , il mio indirizzo e-mail : Maria .rossi@internet.it .						
1150	In attesa di una vostra risposta , spero una risposta positiva , Vi ringrazio in anticipo .						
1151	Cordiali saluti Maria Rossi Allegato - una fotografia -curriculum vitae - conferma di professione XX						
1152	Rossi Maria Strada Maggiore 110 12345 Città X TEL : 0345-11111111 28.05.10						
1153	Città X SPETTABILE : SOLIDARIETÀ VIVA VIALE BRUZZI 117 21023 MILANO SPETT.LE. - VISTO IL VOSTRO ANNUNCIO SU UN GIORNALE , PER IL LAVORO DEI CAMPI ESTIVI DI SOLIDARIETÀ VIVA .						
1154	IN ANZZI TUTTO VOREI DIRE CHE SONO INTERESATA E POTREI DARE IL MIO AIUTO , a CASA HO TANTE COSE COME VESTITI , SCARPE , BORSE E ECC .	VOREI	15	20		VORREI	
1154	IN ANZZI TUTTO VOREI DIRE CHE SONO INTERESATA E POTREI DARE IL MIO AIUTO , a CASA HO TANTE COSE COME VESTITI , SCARPE , BORSE E ECC .	INTERESATA	35	45		INTERESSATA	
1155	CHE DA TANTO TEMPO NON LI USO PIÙ .						
1156	COSÌ ANCHE I GIOCATOLI PER I BAMBINI CHE SONO BEN CURATI .	GIOCATOLI	13	22		GIOCATTOLI	
1157	QUINDI SONO DISPONIBILE DI REGALARLI A VOI .						
1158	SONO UNA RAGAZZA DA 22 ANNI IL MIO NOME E Maria .	E	40	41		È	
1159	DI ORIGINE SONO MACEDONE MA DA 3 ANNI VIVO E LAVORO COME INFERMIERA IN SVIZZERA .						
1160	PARLO LA MIA LINGUA MADRE """" MACEDONE """" E ITALIANO .						
1161	QUESTA SETIMANA DAL 20.07.10	SETIMANA	7	15		SETTIMANA	
1162	AL 01.08.10						
1163	SONO IN VACANZA QUINDI NON LAVORO E SONO A VOSTRA DISPOSIZIONE PER AIUTARE .						
1164	QUANDO AVEVO 19 ANNI IN MACEDONIA CERA ANCHE UN ANNUNCIO SIMILE DOVE HO PARTECIPATO LASCIANDO LE MIE COSE CHE NON CI USAVO PIU , MA ANCHE HO AIUTATO DI DA LO -unreadable-RE OGGETTI RICICLABILI , PER UNA AGENZIA .	CERA	34	38		C'ERA	
1164	QUANDO AVEVO 19 ANNI IN MACEDONIA CERA ANCHE UN ANNUNCIO SIMILE DOVE HO PARTECIPATO LASCIANDO LE MIE COSE CHE NON CI USAVO PIU , MA ANCHE HO AIUTATO DI DA LO -unreadable-RE OGGETTI RICICLABILI , PER UNA AGENZIA .	PIU	123	126		PIÙ	
1165	QUINDI SONO HA VOSTRA DISPOSIZIONE , IN PERIODO GIA SCRITO .	GIA	48	51		GIÀ	
1165	QUINDI SONO HA VOSTRA DISPOSIZIONE , IN PERIODO GIA SCRITO .	SCRITO	52	58		SCRITTO	
1166	VI MANDO I MIEI PIÙ CORDIALI SALUTI E RIMANGO IN ATESA DI UNA VOSTRA RISPOSTA , SUL INDIRIZIO SOPRA SCRITO HO PURE IL MIO NUMERO PRIVATO .	ATESA	49	54		ATTESA	
1166	VI MANDO I MIEI PIÙ CORDIALI SALUTI E RIMANGO IN ATESA DI UNA VOSTRA RISPOSTA , SUL INDIRIZIO SOPRA SCRITO HO PURE IL MIO NUMERO PRIVATO .	INDIRIZIO	84	93		INDIRIZZO	
1166	VI MANDO I MIEI PIÙ CORDIALI SALUTI E RIMANGO IN ATESA DI UNA VOSTRA RISPOSTA , SUL INDIRIZIO SOPRA SCRITO HO PURE IL MIO NUMERO PRIVATO .	SCRITO	100	106		SCRITTO	
1167	Rossi Maria						
1168	Rossi Michele 1234 Città X CH Solidarietà Viva Viale Bruzzi 117 20023 Milano Città X il 20.01.2010						
1169	Gentille Signore , Ho letto il vostro annuncio sul gironale """" il Corriere """" dal Lunedì scorso .	Ho	19	21		ho	
1169	Gentille Signore , Ho letto il vostro annuncio sul gironale """" il Corriere """" dal Lunedì scorso .	gironale	51	59		giornale	
1170	Ho trovato che il campo previsto nel state risponde totalmente alle mie aspettative , sono una personne che provienne dell' africa e molto attivo nel campo di progetti e attivita a scopo di promovere il svilluppo in certe paese dell' africa .	attivita	170	178		attività	
1170	Ho trovato che il campo previsto nel state risponde totalmente alle mie aspettative , sono una personne che provienne dell' africa e molto attivo nel campo di progetti e attivita a scopo di promovere il svilluppo in certe paese dell' africa .	africa	234	240		Africa	
1171	Per questo motivo desidero adderirme nel vostro campo , portando il mio aiuto nei diversi attività svolti durante il campo .	adderirme	27	36		aderirme	
1172	Dando che sono un informatico posso participare a recuperare dei pezzi ancora valide dei computere , questi vengono venduti dopo .	participare	36	47		partecipare	
1172	Dando che sono un informatico posso participare a recuperare dei pezzi ancora valide dei computere , questi vengono venduti dopo .	computere	89	98		computer	
1173	Per quello che concerne il periodo la mia disponibilità e lemitatt-unreadable - a una settimana per altri impenie , a questo punto propongo la data seguente : dal 3 al 10 luglio .						
1174	Vi ringrazio molto per l' accetazione della mia participazione .	accetazione	26	37		accettazione	
1175	Vi laccio anche il mio indirizzio email e numero del telefono ( .... ) per ulteriore informazione Vi auguro un buon successo , Vi mando i mei sinceri saluti .						
1176	Michele						
1177	Maria Rossi -hidden- 1234 Città X Settimana Giovani via F.						
1178	Crispi 119 80127 Caserta Città X 28.05.2010						
1179	Caro Giorgio , Anché io uso internet molto .	Anché	15	20		anche	
1180	Oggi é molto importante usare l' internet .	é	5	6		è	
1181	La gente molto parlano sul internet .						
1182	Puo conoscere tante persone nel tutto mondo .	Puo	0	3		Può	
1183	A me non é sicuro , perché non sa altra parte parla verita .	é	9	10		è	
1183	A me non é sicuro , perché non sa altra parte parla verita .	verita	52	58		verità	
1184	Ci sono sul internet cose pericoloze per giovani .	pericoloze	26	36		pericolose	
1185	Trovano tante le pagine dove c' è gente senza scrupuli , vole conoscere con giovani .	scrupuli	46	54		scrupoli	
1186	Problema é perché non sono tutti siti controllati di state .	é	9	10		è	
1187	Parlo solo con persone che conosco , non sono aperta per nove amicizie , non so sicura sulle chat .						
1188	Non posso parlare con qualcuno dove non vedo il viso !						
1189	Consiglio , quando parlare con le persone nuove , non parla di cose private .						
1190	Ha conoscuto amicizia sul' internet e un puo freda , non si sente niente .	freda	45	50		fredda	
1191	Oggi é il mondo fredo , tempo di macchina .	fredo	16	21		freddo	
1192	Cari saluti Maria Rossi						
1193	Settimana Giovani - Via F.Crispi 119 - 80127 Caserata Caro Giorgio !						
1194	Secondo me tu hai deciso bene di fermare .						
1195	Penso che le amicizie virtuali non siano quelli che ti servono .						
1196	Per la amicizia normale o vera si deve incontrare la gente personalmente .						
1197	Si deve parlare con loro e anche guardare negli occhi .						
1198	Gli occhi parlano molto e si danno informazioni importanti per giudicare una persona .						
1199	Ti do un consiglio , chiamati qualcuno per incontrare personalmente !						
1200	Per esempio andatevi al bar per prendere un caffè e dopo tu puoi decidere che abbia trovato il persona giusta oppure devi cercare di più .						
1201	Anchio parlo con i miei amici con Internet , ma questi sono i miei amici veri che conosco da molto tempo .	Anchio	0	6		Anch'io	
1202	Penso che questa strada sia giusta per tutti .						
1203	Secondo me si può usare di Internet per scrivere le lettere e leggere le informazioni , anche per communicare con la sua banca , si può fare acquisti .	communicare	98	109		comunicare	
1204	Per cominciare la amicizia normale ti chiamo io ! Incontriamo domani sera alle 8.00 in piazza Tante .						
1205	Il mio numero di telefono é 0345-11111111 A Presto !						
1206	Ci vediamo a domani Maria						
1207	Maria Rossi Strada Maggiore 5 12345 Città X Solidarietà Viva Viale Bruzzi 117 21023 Milano Città X , 28 maggio 2010 Gentili Signori , Mi chiamo Maria Rossi , ho 34 anni e abito a Città X in Paese X .						
1208	Sono una persona molto socievole e me piace il contatto con le persone .						
1209	Sono de professione docente di lingue , e penso che potrebbe aiutare nel contatto con le altre persone .						
1210	Ho già fatto diverse lavori de solidarietà perchè ho sempre avuto interesse in aiutare quelle , che disfortunatamente , vivono in posti che sono sottosviluppate e che non hanno le nostre opportunità .	perchè	43	49		perché	
1211	L' ambiente e l' inquinamento sono altre argumenti che me interessano , e che fanno parte de la mia vita ogni giorno .	de	90	92		della	
1211	L' ambiente e l' inquinamento sono altre argumenti che me interessano , e che fanno parte de la mia vita ogni giorno .	la	93	95		della	
1212	Vorrei , in questa lettera , offrire il mio aiuto .						
1213	Vorrei sentirmi utile e penso che se ogni uno di noi fa qualche cosa , il mondo puo migliorare al meno un pò .	puo	80	83		può	
1214	Come sono docente e lavoro in una scuola ho tempo libero nelle vacanze estive (luglio e agosto ) .						
1215	Ringraziandovi per il vostro tempo , fico in attesa de una risposta vostra il più presto possibile .						
1216	Cordiali saluti , Maria Rossi						
1217	Buongiorno direttore / direttrice del """" Residence del lago """" Mi chiamo Maria Rossi ed ero un ospite al suo residence alcune settimane fa .	lago	54	58		Lago	
1218	Richiedo un parziale rimborso,a causa delle condizioni , neelle quali la mia famiglia ed io abbiamo dovuto passare le nostre vacanze .	neelle	57	63		nelle	
1219	Abbiamo prenotato il nostro soggiorno , dopo di aver letto il suo annuncio nel giornale , che ci prometteva un residence in cui si può fare dello sport , ci si può rilassare e che si trova vicino al lago , a cui indica anche il nome .						
1220	Invece ci siamo trovati in un residence in cui rilassamento non era possibile , a causa del tremendo calore nelle stanze , che risultava dalla mancanza d' aria condizionata .						
1221	Cercando un modo per rinfrescarci , siamo andati alla piscina del residence , che tra l' altro era l' offerta più attraente per noi , trovandola completamente sovraffolata .						
1222	Anche altre possibilità di divertimento erano indisponibili , come per esempio i campi da tennis .						
1223	I miei fratelli ed io abbiamo portato le nostre raccette , nella speranza di potersi allenare , ma anche questa promessa dell' annuncio non è stata mantenuta .	raccette	48	56		racchette	
1224	Esattamente come il mio prossimo lamenti , che si riferiscono alla grande distanza del Residence al lago , e la mancanza di colleghamenti pratici .						
1225	In oltre anche l' animazione che avrebbe dovuto avere luogo ogni sera , c' era solamente una volta la settimana .						
1226	Considerando il fatto , che il nostro soggiorno durava solamente una settimana ,significa che l' abbiamo visto solo una volta .						
1227	Per queste ragioni , ma anche a causa che non solo i campi da tennis e la piscina non erano disponibili , ma addirittura il corso di surf era pieno , mi vedo costretta a richiedere un parziale rimborso .						
1228	La sua offerta , per la quale abbiamo pagato molti soldi , non aveva niente a che fare con le condizioni in cui abbiamo trovato il suo residence .						
1229	La pregho di contattarmi più veloce possibile .						
1230	sennò avrà notizia dal mio avvocato .						
1231	Cordiali saluti Maria Rossi						
1232	Residence del Lago Canton Ticino Italia Egredi Residence del Lago il mio soggiorno l' ultima settimana non è stato così grandioso come me lo avevo immagginato .						
1233	Già il nome dell' albergho non è realtà .						
1234	Una Residence normalmente non è vecchia come la Sua e il lago non dovrebbe essere neanche così lontano con solo pochi collegamenti .	Residence	4	13		residence	
1235	Per noi è stato un disastro ad andare al lago .						
1236	In più la stanza è stata caldissima perchè l' aria condizionata non funzionava e fuori sono stati 35° C .	perchè	36	42		perché	
1237	Poi la piscina è stata troppo piccola per tutta la gente e così è stata sempre sovraffollata .						
1238	Se si cercava un' alternativa , non si è trovata ciò che i campi da tennis sono stati in riparazione e l' animazione c' era solo una sera la settimana .						
1239	La mia famiglia gioca volentieri a pallavolo , però non c' era nessun possibilità nella Residence .						
1240	La nostra giornata è stata noiosa , giorno per giorno .						
1241	Caro Residence , per il futuro cambiate la vostra informaziona e scrivete la realtà .						
1242	Così la gente sa , cosa la trova lì .						
1243	Grazie e tanti saluti .						
