Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Ich mag mit den Kunden arbeiten und ich knüpfe leicht die Kontakte mit Arbeitskolegen .	Arbeitskolegen	71	85	arbeitslosen	Arbeitskollegen	n
Juli , 2010 Bewerbung um ein Praktikum Sehr geehrte Damen und Herren , Ich habe in Ihrer Anzeige in der gestrigen Zeitung gelesen , dass Sie Praktikanten für Ihre Verkaufsabteilung suchen .	Ich	71	74	Ich	ich	n
Ich bin eine sehr kontaktfreuidige und kommunikationsfähige Person , die gern in einem Team arbeitet .	kontaktfreuidige	18	34	kontaktfreudig	kontaktfreudige	n
Mit freundlichen Grüßen , Katharina Winkelmann Anlagen : - Universitätabschlusszeugniss - C.V ,	Universitätabschlusszeugniss	59	87	Universitätsinternes	Universitätsabschlusszeugnis	n
Ich sehe die Praktikum als eine Chance meine Kentnisse weiter zu verbessern .	Kentnisse	45	54	Kenntnisse	Kenntnisse	y
Ich bin sehr aktiv in Freizeitaktivitäten und gehe ich gerne zu menschen .	menschen	64	72	wünschen	Menschen	n
Eine Vertriebspraktikum passt sehr gut für meine mentalität .	mentalität	49	59	Mentalität	Mentalität	y
Ich habe ihre Anzeige mit den o.g. Stelle im internet gesehen .	internet	45	53	Internet	Internet	y
Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	informatiker	13	25	Informatiker	Informatiker	y
Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	Vertriebsbransche	29	46	vertrieblichen	Vertriebsbranche	n
Als gelernte informatiker im Vertriebsbransche bin ich davon überzeugt das in ihre Firma meine fachlichen Kompetenzen mitbringen kann .	das	71	74	das	dass	n
Um meine Abschluß zu bekommen brauche sowie ein Praktikum als auch eine Weiterbildung .	Abschluß	9	17	Abschluss	Abschluss	y
Meine Sprachkenntnisse sind sehr gut insbesondere in Englisch und Spanish .	Spanish	66	73	spanisch	Spanisch	n
Ich würde mich sehr freuen um eine Vorstellungsgesprach .	Vorstellungsgesprach	35	55	Versöhnungsgespräch	Vorstellungsgespräch	n
mit freundlichen Grüßen , Stefan Müller Anlage : Bewerbungsunterlage , Foto Zeugnisse	mit	0	3	Mit	Mit	y
Weil ich jung bin , innteressiere ich mich auch für die Freizeitaktivitäten .	innteressiere	20	33	interessiere	interessiere	y
Ich hoffe Sie würden alle meine Fragen so bald wie möglich beantworten , so dass ich mich enschieden kann .	enschieden	90	100	entscheiden	entscheiden	y
Welches Aufenthatsformalitäten man sollte erledigen ?	Aufenthatsformalitäten	8	30	aufenthaltsrechtlichen	Aufenthaltsformalitäten	n
Ich habe keine erfahrung und ich habe 17 Jahre Alt .	erfahrung	15	24	Erfahrung	Erfahrung	y
Ich habe keine erfahrung und ich habe 17 Jahre Alt .	Alt	47	50	alt	alt	y
Ich bin Studentin und habe weder telephon , noch kein Geld , deswegen rufe Ihnen nicht .	telephon	33	41	Telefon	Telefon	y
mit freundlichen Grüsse Katharina Müller	mit	0	3	Mit	Mit	y
Warum suche ich in Deutschland eine stelle ?	stelle	36	42	Stelle	Stelle	y
weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort?	duetschkentnisse	15	31	Russischkenntnisse	Deutschkenntnisse	n
weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort?	informationen	131	144	Informationen	Informationen	y
weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort?	Au-Pairglobal	178	191	global	Aupairglobal	n
weil ich meine duetschkentnisse verbessern möchte und für das hätte ich gerne in Deutschland zu kommen , aber ich möchte noch mehr informationen haben über euren Programmen beim Au-Pairglobal , wie Z.B. welchen aktiviten gibt es dort?	Z.B.	198	202	Abb.	z.B.	n
welchen aktiviten gibt es dort ?	aktiviten	8	17	aktivieren	Aktivitäten	n
In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	sachen	51	57	Sachen	Sachen	y
In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	moglichst	62	71	möglichst	möglichst	y
In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	neues	89	94	neues	Neues	n
In meinem Freizeit interessiere ich mich für viele sachen und moglichst muss immer etwas neues sein w.z.b. Neue Orten besuchen , neuen Leuten kenne lernen usw .	Neue	107	111	neue	neue	y
Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	informationen	57	70	Informationen	Informationen	y
Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	uber	71	75	über	über	y
Lieber Team des Aupairglobal ich warte dass Ihr mir alle informationen uber eure Angebote schickt und ich Danke euch für das Verständnis .	Danke	106	111	danke	danke	y
Aupairsglobal Maria Meier Bahnhofstrasse 101 Bahnhofsstraße 83 65175 Wiesbaden 12345 Stadt X Stadt X 14-August-2010 Sehr geehrte Damen und Herren , Ich habe Ihre Anzeige gelesen und ich interessiere mich so sehr für eine Au-pair Stelle in Deutschland .	Ich	148	151	Ich	ich	n
Wenn ich für Ihre Agentur arbeite , brauche ich der Deutsche Sprache sehr gut sprechen ?	Deutsche	52	60	deutschen	deutsche	n
Aber muss ich eine Spezielle Ausbildung für diese Arbeit haben ?	Spezielle	19	28	spezielle	spezielle	y
Gibt es in diese Arbeit verschiedene möglichkeiten für eine besondere Familie Wahlen ?	möglichkeiten	37	50	Möglichkeiten	Möglicheiten	n
Im Allgemeinen habe ich wenig Erfahrung für Kinder behalten , aber ich kann Schnell lernen und ich liebe Kinder .	Schnell	76	83	schnell	schnell	y
Mit Freundlichen Grüssen Maria Meier	Freundlichen	4	16	freundlichen	freundlichen	y
Ich habe Spanisch studiert und jetzt habe ich viele Interesse meine aussprache zu verbesseren .	aussprache	68	78	Aussprache	Aussprache	y
Ich habe Spanisch studiert und jetzt habe ich viele Interesse meine aussprache zu verbesseren .	verbesseren	82	93	verbessern	verbessern	y
Mit Ihre Agentur kann ich hoffentlich einen Job finden und am Wochenende die Spanisch Schule zu besuchen .	Spanisch	77	85	spanische	spanische	y
Am besten für mich ist wenn ich eine deutsch-sprächige Familie bekomme , und wenn ich frei bin kann ich Spanisch verbesseren .	deutsch-sprächige	37	54	deutschsprachige	deutschsprachige	y
Am besten für mich ist wenn ich eine deutsch-sprächige Familie bekomme , und wenn ich frei bin kann ich Spanisch verbesseren .	verbesseren	113	124	verbessern	verbessern	y
` Drausen gehen , kochen , spatzieren , putzen ?	Drausen	2	9	Brausen	Draußen	n
` Drausen gehen , kochen , spatzieren , putzen ?	spatzieren	27	37	spazieren	spazieren	y
Mit Freundlichen Grüssen Maria Meier	Freundlichen	4	16	freundlichen	freundlichen	y
und mit vielen Sachen , wie putzen , waschen , kochen , kann gut zum Recht kommen .	zum	65	68	zu	zurecht	n
und mit vielen Sachen , wie putzen , waschen , kochen , kann gut zum Recht kommen .	Recht	69	74	Recht	zurecht	n
Au-PairGlobal Bahnhofstr .	Au-PairGlobal	0	13	Global	Aupairsglobal	n
Deshalb möchte ich mich bei Ihnen um weitere Informationen Bitten .	Bitten	59	65	bitten	bitten	y
Ich habe vor 2 Jahre mein Abitur bei Stadt X-Hochschule gemacht und Jetzt möchte ich viele Erfahrungen sammeln und andere Ländern zu kennenlernen .	Jetzt	68	73	jetzt	jetzt	y
Da ich meinen Noten sehr gut waren , habe ich an der universität XY studiert , aber Jetzt möchte ich gerne Deutsch lernen Ich habe , jedoch ein paar Fragen .	universität	53	64	Universität	Universität	y
Da ich meinen Noten sehr gut waren , habe ich an der universität XY studiert , aber Jetzt möchte ich gerne Deutsch lernen Ich habe , jedoch ein paar Fragen .	Jetzt	84	89	jetzt	jetzt	y
Ich möchte gerne wissen meine Rechte und Pflichten als ein Au-pair Mädchen ; Muss ich auch um das Haus Kummern ?	Kummern	103	110	Nummern	kümmern	n
Wie zum Beispiele putzen , wäsche waschen und kochen ?	wäsche	27	33	Wäsche	Wäsche	y
Werden die Famillien mich bezahlen oder nicht ?	Famillien	11	20	Familie	Familien	n
Außerdem , als ich erwaschne bin , muss ich erlaubnis haben von Freizeitaktivitäten auch ?	erlaubnis	44	53	Erlaubnis	Erlaubnis	y
Ich möchte Sie herzlich bitten um eine Schriftliche Antwort auf meine Fragen .	Schriftliche	39	51	schriftliche	schriftliche	y
Von 9 ° ° -15 ° ° Uhr bin ich auch unter volgenden Telefonnummer erreichbar : 0345-11111111 .	volgenden	41	50	folgender	folgender	y
Wasfür eine Möglichkeit habe ich , meinen Freizeit zu verbringen .	Wasfür	0	6	Dafür	Was für	n
Für Ihre Mühe Haben Sie vielen Dank !	Haben	14	19	haben	haben	y
Weitere Fragen nach einer Au-pair-Stelle Sehr geehrte Damen und Herren , ich interessiere mich für eine Arbeit in Deutschland , und besunderes will ich mit Kinder arbeiten .	besunderes	132	142	besonders	besonders	y
Daswegen finde ich ihre Firma interesant .	Daswegen	0	8	Deswegen	Deswegen	y
Daswegen finde ich ihre Firma interesant .	interesant	30	40	interessant	interessant	y
Ich habe schon ihres Homepage besucht und zwar habe ich noch ein paar Fragen : - Weil die Arbeit in Deutschland stattfinden , muss ich ein bestimtes Deutscherkentnis haben ?	bestimtes	139	148	bestimmtes	bestimmte	n
Ich habe schon ihres Homepage besucht und zwar habe ich noch ein paar Fragen : - Weil die Arbeit in Deutschland stattfinden , muss ich ein bestimtes Deutscherkentnis haben ?	Deutscherkentnis	149	165	deutscherseits	Deutschkenntnisse	n
Muss ich auch ein Nachweis für mein Deutscherkentnis habe oder ist ein Gesprech genug ?	Deutscherkentnis	36	52	deutscherseits	Deutschkenntnisse	n
Muss ich auch ein Nachweis für mein Deutscherkentnis habe oder ist ein Gesprech genug ?	Gesprech	71	79	Gespräch	Gespräch	y
- Denn ich bin kein Deutsch burger , wie bezahle ich die Steuer ?	Deutsch	20	27	deutsch	deutscher	n
- Denn ich bin kein Deutsch burger , wie bezahle ich die Steuer ?	burger	28	34	Bürger	Bürger	y
Muss ich ein Konto in einem USA Bank offnen ?	offnen	37	43	offen	eröffnen	n
- Konnen Sie bitte mir erkleren , vielleicht mit einer Beispiel , was für Rechte und Pflichten einen normalen Au-pair habt ?	erkleren	23	31	erklären	erklären	y
Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	moglich	6	13	möglich	möglich	y
Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	ehemalichen	40	51	ehemaligen	ehemaligen	y
Ob es moglich ist , bitte ich mit einem ehemalichen Au-pair zu sprechen , und so könnte ich meine Frage in einer Gesprech stellen .	Gesprech	113	121	Gespräch	Gespräch	y
101 65185 Wiesbaden Stadt X , den 29 März 2011 Betreffzeile : Informationen zu fragen Sehr geehrte Damen und Herren als Schülerin von Beauticu Gymnasium in der Schweiz , wende ich mich an Ihnen , weil ich als Au-pair sehr gerne in Deutschland werden möchte .	fragen	79	85	Fragen	Fragen	y
Natürlich stehe ich Ihnen jeder Zeit zur verfügung und verbleibe mit freundlichen Grüssen .	verfügung	41	50	Verfügung	Verfügung	y
Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung " Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Anziege	15	22	Anzeige	Anzeige	y
Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung " Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Dammen	75	81	Damen	Damen	y
Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung " Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Ich	95	98	Ich	ich	n
Betreff : Ihre Anziege „ Internationale Au-pair Vermittlung " Sehr geehrte Dammen und Herren , Ich schreibe über Ihre Anziege in SZ .	Anziege	118	125	Anzeige	Anzeige	y
Ich habe Berufserfahrung als ein Aupair in Frankreich und es war schreklich .	schreklich	65	75	schrecklich	schrecklich	y
Ich denke dass meinen Deutscherkenntniss ist zwischen B1 und B2 .	Deutscherkenntniss	22	40	deutscherseits	Deutschkenntnisse	n
Aufgrund mein Deutschkenntniss , darf ich noch eine Deutschkurs machen vor ich bewerben ?	Deutschkenntniss	14	30	Russischkenntnisse	Deutschkenntnisse	n
Objekt : Weitere informationen / Internationale Au-Pair SEHR GEEHRTER , SEHR GEEHRTE ; ICH HABE SEINE ANZEIGE IM ZEITUNG GELESEN , UND ICH BIN SEHR INTERESSIERT AUF EIN AU-PAIR IN DEUTSCHLAND ZU WERDEN : ICH SPRECHE SCHON EIN WENIG DEUTSCH ; SPANISCH ; ENGLISCH UND FRANZÖSISCH ; UND ICH GLAUBE DAS EIN AU-PAIR ERFAHRUNG WURDE MEIN DEUTSCHKENNTNISSE VERBESSEREN .	informationen	17	30	Informationen	Informationen	y
Objekt : Weitere informationen / Internationale Au-Pair SEHR GEEHRTER , SEHR GEEHRTE ; ICH HABE SEINE ANZEIGE IM ZEITUNG GELESEN , UND ICH BIN SEHR INTERESSIERT AUF EIN AU-PAIR IN DEUTSCHLAND ZU WERDEN : ICH SPRECHE SCHON EIN WENIG DEUTSCH ; SPANISCH ; ENGLISCH UND FRANZÖSISCH ; UND ICH GLAUBE DAS EIN AU-PAIR ERFAHRUNG WURDE MEIN DEUTSCHKENNTNISSE VERBESSEREN .	DAS	295	298	DAX	DASS	n
WURDE ICH ALS AU-PAIR IN DEUTSCHSLAND NUR DEUTSCH REDE ?	DEUTSCHSLAND	25	37	Deutschland	DEUTSCHLAND	n
KUMMERT SIE SICH AUF ALLE DIESE FORMALITÄTEN , BEI ALLE AU-PAIRS ?	KUMMERT	0	7	Kummer	kÜMMERN	n
Maria Winkelmann Müllergasse 12 12345 Stadt X Aupairsglobal 65187 Wiesbaden Stadt X , den 19.04.11 Au-pair Vermittlung Sehr geehrte Damen und Herren , mit grosse Interesse habe ich Ihre Anzeige im Zeitug gelesen .	Zeitug	197	203	Zeitung	Zeitung	y
Erklären Sie mir bitte : welche aufgaben gehören zum helfen im Haushalt ?	aufgaben	32	40	Aufgaben	Aufgaben	y
Erklären Sie mir bitte : welche aufgaben gehören zum helfen im Haushalt ?	helfen	53	59	helfen	Helfen	n
Welche Rechte und welche Pflichen festelegt ?	Pflichen	25	33	Pflichten	Pflichten	y
Ich spräche schlecht Deutsch , wird die Familie mit Englischkentnissen für mich ausgesucht ?	Englischkentnissen	52	70	Russischkenntnissen	Englischkenntnissen	n
Werde ich eine Deutsche Schule oder ein Gumnasium besuchen ?	Deutsche	15	23	deutsche	deutsche	y
Werde ich eine Deutsche Schule oder ein Gumnasium besuchen ?	Gumnasium	40	49	Gymnasium	Gymnasium	y
Und noch eine frage - soll ich die Freizeitaktivitäten mit die Familie und die Kindern gemeinsam führen , oder darf ich auch allein etwas unternemmen ?	frage	14	19	Frage	Frage	y
Und noch eine frage - soll ich die Freizeitaktivitäten mit die Familie und die Kindern gemeinsam führen , oder darf ich auch allein etwas unternemmen ?	unternemmen	138	149	unternehmen	unternehmen	y
Im voraus vielen Dank für Ihre Informationen .	voraus	3	9	Voraus	Voraus	y
101 65185 WIESBADEN STADT X , DEN 19.04.2011 - INFORMATIONEN ÜBER INTERNATIONALER AU-PAIRS NACH DEUTSCHLAND Sehr geehrte Damen und Herren , mit großem Interesse habe ich Ihre Homepage gelesen ; däfur interessiere ich mich sehr .	däfur	194	199	dafür	dafür	y
Ich bin eine Italienische Frau die nach Deutschland gekommen ist , um Deutsch zu lernen .	Italienische	13	25	italienische	italienische	y
Aus diesem Grund habe ich ein Paar Fragen : ist eine perfekte Deutsche Kenntnisse notwendig oder nicht ?	Deutsche	62	70	deutsche	Deutschkenntnisse	n
Aus diesem Grund habe ich ein Paar Fragen : ist eine perfekte Deutsche Kenntnisse notwendig oder nicht ?	Kenntnisse	71	81	Kenntnisse	Deutschkenntnisse	n
Soll ich eine Prüfung über meine Deutsche Kenntnisse beschäftigt ?	Deutsche	33	41	deutsche	Deutschkenntnisse	n
Soll ich eine Prüfung über meine Deutsche Kenntnisse beschäftigt ?	Kenntnisse	42	52	Kenntnisse	Deutschkenntnisse	n
Gibt es Gruppen-aktivitäten ?	Gruppen-aktivitäten	8	27	Gruppendritten	Gruppenaktivitäten	n
Da ich mich sehr für eine Au-pair Stelle in Deutschland interessiere , bitte ich Sie um weitere Informationen , und zwar : 1 .	Au-pair	26	33	unfair	Au-pair-Stelle	n
Da ich mich sehr für eine Au-pair Stelle in Deutschland interessiere , bitte ich Sie um weitere Informationen , und zwar : 1 .	Stelle	34	40	Stellen	Au-pair-Stelle	n
Wie gut sollte ein/e Bewerber/in Deutsche Sprache beherrschen ?	Deutsche	33	41	deutsche	deutsche	y
Ich interesire mich dafür , weil meine Schwester mir früher über diese Programm erzählt hat .	interesire	4	14	interessiere	interessiere	y
Leider habe ich und meine Schwester so wenig Informationen darüber , wie z.B. welche Rechte und Pflichten die Mitglieger oder Mitgliederin haben .	Mitglieger	110	120	mitfliegen	Mitglieder	n
Ich besuche jetzt einen Deutschsprachkurs , und am ende dieser Monat werde ich B2 Stufteprufung ablegen .	ende	51	55	Ende	Ende	y
Ich besuche jetzt einen Deutschsprachkurs , und am ende dieser Monat werde ich B2 Stufteprufung ablegen .	B2	79	81	BH	B2-Stufenprüfung	n
Ich besuche jetzt einen Deutschsprachkurs , und am ende dieser Monat werde ich B2 Stufteprufung ablegen .	Stufteprufung	82	95	Reifeprüfung	B2-Stufenprüfung	n
Ob diese Sprache Niveau genug ist oder nicht , , können sie mir informieren ?	Sprache	9	16	Sprache	Sprachniveau	n
Ob diese Sprache Niveau genug ist oder nicht , , können sie mir informieren ?	Niveau	17	23	Niveau	Sprachniveau	n
Ich weiss , dass ich mit den Kindern in einen Deutschefamilie pflegen muss , und Ich will fragen danach , wie lange Freizeit ich habe und habe ich für die Au-pair Mitglieder , eine Team , für die Party oder für die Reise , in dessen Stadt die ich wohnen müss ?	weiss	4	9	Weis	weiß	n
Ich weiss , dass ich mit den Kindern in einen Deutschefamilie pflegen muss , und Ich will fragen danach , wie lange Freizeit ich habe und habe ich für die Au-pair Mitglieder , eine Team , für die Party oder für die Reise , in dessen Stadt die ich wohnen müss ?	Deutschefamilie	46	61	Deutschtümelei	deutschen Familie	n
Ich weiss , dass ich mit den Kindern in einen Deutschefamilie pflegen muss , und Ich will fragen danach , wie lange Freizeit ich habe und habe ich für die Au-pair Mitglieder , eine Team , für die Party oder für die Reise , in dessen Stadt die ich wohnen müss ?	Ich	81	84	ich	ich	y
Ich weiss , dass ich mit den Kindern in einen Deutschefamilie pflegen muss , und Ich will fragen danach , wie lange Freizeit ich habe und habe ich für die Au-pair Mitglieder , eine Team , für die Party oder für die Reise , in dessen Stadt die ich wohnen müss ?	Au-pair	155	162	unfair	Au-pair-Mitglieder	n
Ich weiss , dass ich mit den Kindern in einen Deutschefamilie pflegen muss , und Ich will fragen danach , wie lange Freizeit ich habe und habe ich für die Au-pair Mitglieder , eine Team , für die Party oder für die Reise , in dessen Stadt die ich wohnen müss ?	Mitglieder	163	173	glieder	Au-pair-Mitglieder	n
Und am Ende bitte ich Ihnen um Informationen über Aufenthaltsformalitaten und zusätzliche informationen .	Aufenthaltsformalitaten	50	73	aufenthaltsrechtlichen	Aufenthaltsformalitäten	n
Und am Ende bitte ich Ihnen um Informationen über Aufenthaltsformalitaten und zusätzliche informationen .	informationen	90	103	Informationen	Informationen	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	Betref	38	44	Betreff	Betreff	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	uber	55	59	über	über	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	Dammen	108	114	Damen	Damen	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	Deutsche	154	162	deutsche	deutsche	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	lehrnen	174	181	lernen	lernen	y
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	teil	292	296	teil	teilzunehmen	n
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	zu	297	299	zu	teilzunehmen	n
101 65185 Wiesbaden 20.4.2011 Stadt X Betref : Anzeige uber Internationale Au-pair Vermittlung Sehr geehrte Dammen und Herren , da ich viel Mühe , um die Deutsche Sprache zu lehrnen , gab , interessiere ich mich sehr über , von Ihnen angebotene Möglichkeit in Au-pair Programm in Deutschland teil zu nehmen .	nehmen	300	306	nehmen	teilzunehmen	n
Falls Sie mir noch eine freie Au-pair Stelle in Deutschland anbieten können , bitte ich um mehr Informationen , unzwar 1 .	unzwar	112	118	zwar	und zwar	n
ob ich eine Wisum brauche , da ich Ukrainische Staatsangehörigkeit habe .	Wisum	12	17	Visum	Visum	y
ob ich eine Wisum brauche , da ich Ukrainische Staatsangehörigkeit habe .	Ukrainische	35	46	ukrainische	ukrainische	y
ob ich eine besondere Versicherung abschliessen muss ( Kranken , Haftlich etc. ) 3 ) ob Reisekosten erstatet werden können , und so weiter im Bezug meiner Rechte und Pflichten .	Kranken	55	62	Franken	Kranken-	n
ob ich eine besondere Versicherung abschliessen muss ( Kranken , Haftlich etc. ) 3 ) ob Reisekosten erstatet werden können , und so weiter im Bezug meiner Rechte und Pflichten .	Haftlich	65	73	handlich	Haftpflicht-	n
ob ich eine besondere Versicherung abschliessen muss ( Kranken , Haftlich etc. ) 3 ) ob Reisekosten erstatet werden können , und so weiter im Bezug meiner Rechte und Pflichten .	erstatet	100	108	erstattet	erstattet	y
Ausserdem hätte ich gerne wissen wie es mit Freizeitaktivitäten aussehen konnte .	Ausserdem	0	9	Außerdem	Außerdem	y
Bleiben wir in Kontakt , mit Freundlichen Grüssen	Freundlichen	29	41	freundlichen	freundlichen	y
April Ihre Anzeige „ Internationale Au-pair Vermittlung " Sehr geehrte Damen und Herren , ich bin auf Ihre Anzeige aufmerksamm geworden , und ich möchte die Gelegenheit nützen , noch ein Paar Informationen zu kriegen .	aufmerksamm	115	126	aufmerksam	aufmerksam	y
Ist es wichtig von Anfang an die Deutschesprache zu beherschen ?	Deutschesprache	33	48	deutschsprachige	deutsche Sprache	n
Ist es wichtig von Anfang an die Deutschesprache zu beherschen ?	beherschen	52	62	beherrschen	beherrschen	y
Haben die Au-pair Mäddchen die gleiche Rechte wie die deutschen Au-pair ?	Au-pair	10	17	unfair	Au-pair-Mädchen	n
Haben die Au-pair Mäddchen die gleiche Rechte wie die deutschen Au-pair ?	Mäddchen	18	26	Mädchen	Au-pair-Mädchen	n
Wo und Wie lange würde ich bleiben ?	Wie	7	10	wie	wie	y
Gibt es ein besonderes Visum für Au-pair Mädchen ?	Au-pair	33	40	unfair	Au-pair-Mädchen	n
Gibt es ein besonderes Visum für Au-pair Mädchen ?	Mädchen	41	48	Mädchen	Au-pair-Mädchen	n
Ich glaube , als Au-pair mädchen kann ich in Deutschland einen Deutschkurs besuchen ?	Au-pair	17	24	unfair	Au-pair-Mädchen	n
Ich glaube , als Au-pair mädchen kann ich in Deutschland einen Deutschkurs besuchen ?	mädchen	25	32	Mädchen	Au-pair-Mädchen	n
Gibt es viele Angebote oder Freizeit aktivitäten für Au-pair Mädchen ?	Freizeit	28	36	Freiheit	Freizeitaktivitäten	n
Gibt es viele Angebote oder Freizeit aktivitäten für Au-pair Mädchen ?	aktivitäten	37	48	Aktivitäten	Freizeitaktivitäten	n
Gibt es viele Angebote oder Freizeit aktivitäten für Au-pair Mädchen ?	Au-pair	53	60	unfair	Au-pair-Mädchen	n
Gibt es viele Angebote oder Freizeit aktivitäten für Au-pair Mädchen ?	Mädchen	61	68	Mädchen	Au-pair-Mädchen	n
Ich bin 20 Jahre Alt und komme aus Rumänien .	Alt	17	20	alt	alt	y
Da ich mich sehr für Deutsche Sprache interessiere , finde ich Angebot hervorragend .	Deutsche	21	29	deutsche	deutsche	y
Ich schreibe Ihnen , weil ich rusch nähere Informationen bräuche .	rusch	30	35	rasch	rasch	y
Ich hoffe dorauf , dann sich mit der Arbeit meine Kenntnisse verbessern .	dorauf	10	16	darauf	darauf	y
Ich möchte gerne in Deutschland meinen Sprachkentnisse verbessern .	Sprachkentnisse	39	54	sprachkritische	Sprachkenntnisse	n
Ich finde am bessten wann einen Moglichkeit gäbe , mit Unterkunft im eine Gastfamilie ich kann auf Kinder aufpassen .	bessten	13	20	besten	besten	y
Ich finde am bessten wann einen Moglichkeit gäbe , mit Unterkunft im eine Gastfamilie ich kann auf Kinder aufpassen .	Moglichkeit	32	43	Möglichkeit	Möglichkeit	y
Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gerade gelessen .	gelessen	61	69	gelesen	gelesen	y
oder wie kann aufenthaltsformalitäten ?	oder	0	4	Oder	Oder	y
oder wie kann aufenthaltsformalitäten ?	aufenthaltsformalitäten	14	37	aufenthaltsrechtlichen	Aufenthaltsformalitäten	n
Ich möchte nach Deutschland fahren , obwol ich keine richtige information habe .	obwol	37	42	obwohl	obwohl	y
Ich möchte nach Deutschland fahren , obwol ich keine richtige information habe .	information	62	73	Information	Information	y
Ich warte für Ihnen antwort .	antwort	20	27	antworten	Antwort	n
Eva Meier Zentralplatz 1 12345 Stadt X Aupairsglobal Bahnhof str 101	Bahnhof	53	60	Bahn	Bahnhofstr.	n
